Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer_name,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Product Gender Segment,Delivery Gap,Delivery Performance
DEBIT,6,4,124.49,414.96,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,416,Rachel Dunn,Consumer,PR,3913 Old Link,725,3,Footwear,18.22370529,-66.04720306,LATAM,José Bonifácio,Brasil,416,84.99,0.17,99.99,0.3,5,499.95,414.96,124.49,South America,São Paulo,Complete,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,2,Delayed
DEBIT,4,4,-2.57,197.92,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,416,Rachel Dunn,Consumer,PR,3913 Old Link,725,7,Fan Shop,18.22370529,-66.04720306,Pacific Asia,Taipei,Taiwán,416,2,0.01,49.98,-0.01,4,199.92,197.92,-2.57,Eastern Asia,Taipéi,On_Hold,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,0,On-Time
TRANSFER,5,2,4.63,41,Late delivery,1,24,Women's Apparel,New York,USA,417,Teresa Smith,Corporate,NY,1690 Dusty Mount,10024,5,Golf,40.65312195,-73.96028137,Pacific Asia,Changwon,Corea del Sur,417,9,0.18,50,0.11,1,50,41,4.63,Eastern Asia,Gyeongsangnam,Pending,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,3,Delayed
TRANSFER,5,2,49.19,98.38,Late delivery,1,29,Shop By Sport,New York,USA,417,Teresa Smith,Corporate,NY,1690 Dusty Mount,10024,5,Golf,40.65312195,-73.96028137,Pacific Asia,Changwon,Corea del Sur,417,21.59,0.18,39.99,0.5,3,119.97,98.38,49.19,Eastern Asia,Gyeongsangnam,Pending,Under Armour Girls' Toddler Spine Surge Runni,39.99,Second Class,Women,3,Delayed
PAYMENT,2,1,62.4,129.99,Late delivery,1,18,Men's Footwear,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,4,Apparel,33.11784744,-96.83103943,Europe,Marseille,Francia,418,0,0,129.99,0.48,1,129.99,129.99,62.4,Western Europe,Provenza-Alpes-Costa Azul,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
PAYMENT,2,1,61.77,128.69,Late delivery,1,18,Men's Footwear,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,4,Apparel,33.11784744,-96.83103943,Europe,Marseille,Francia,418,1.3,0.01,129.99,0.48,1,129.99,128.69,61.77,Western Europe,Provenza-Alpes-Costa Azul,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,Men,1,Delayed
CASH,4,2,27.34,55.79,Late delivery,1,17,Cleats,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,4,Apparel,33.11784744,-96.83103943,LATAM,San Nicolás de los Arroyos,Argentina,418,4.2,0.07,59.99,0.49,1,59.99,55.79,27.34,South America,Buenos Aires (provincia),Closed,Perfect Fitness Perfect Rip Deck,59.99,Second Class,Unisex/Other,2,Delayed
CASH,4,2,61.97,198,Late delivery,1,24,Women's Apparel,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,5,Golf,33.11784744,-96.83103943,LATAM,San Nicolás de los Arroyos,Argentina,418,2,0.01,50,0.31,4,200,198,61.97,South America,Buenos Aires (provincia),Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,2,Delayed
PAYMENT,2,1,100.78,239.96,Late delivery,1,17,Cleats,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,4,Apparel,33.11784744,-96.83103943,Europe,Marseille,Francia,418,59.99,0.2,59.99,0.42,5,299.95,239.96,100.78,Western Europe,Provenza-Alpes-Costa Azul,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,First Class,Unisex/Other,1,Delayed
PAYMENT,2,1,57.4,163.99,Late delivery,1,48,Water Sports,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,7,Fan Shop,33.11784744,-96.83103943,Europe,Marseille,Francia,418,36,0.18,199.99,0.35,1,199.99,163.99,57.4,Western Europe,Provenza-Alpes-Costa Azul,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,First Class,Unisex/Other,1,Delayed
PAYMENT,2,4,13.05,173.99,Advance shipping,0,48,Water Sports,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,7,Fan Shop,33.11784744,-96.83103943,LATAM,León,Nicaragua,418,26,0.13,199.99,0.08,1,199.99,173.99,13.05,Central America,León,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,-2,Early
PAYMENT,2,1,44.98,89.96,Late delivery,1,46,Indoor/Outdoor Games,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,7,Fan Shop,33.11784744,-96.83103943,Europe,Marseille,Francia,418,10,0.1,49.98,0.5,2,99.96,89.96,44.98,Western Europe,Provenza-Alpes-Costa Azul,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,First Class,Men,1,Delayed
PAYMENT,2,4,16.19,179.93,Advance shipping,0,46,Indoor/Outdoor Games,Gardena,USA,418,Mary Jackson,Consumer,CA,1809 Misty Pine Pines,90247,7,Fan Shop,33.11784744,-96.83103943,LATAM,León,Nicaragua,418,19.99,0.1,49.98,0.09,4,199.92,179.93,16.19,Central America,León,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,-2,Early
DEBIT,4,2,4.8,95.97,Late delivery,1,13,Electronics,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,3,Footwear,18.22758293,-66.04354858,Europe,Torre del Greco,Italia,419,0,0,31.99,0.05,3,95.97,95.97,4.8,Southern Europe,Campania,Complete,Under Armour Women's Ignite PIP VI Slide,31.99,Second Class,Women,2,Delayed
DEBIT,4,2,37.62,125.4,Late delivery,1,37,Electronics,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,6,Outdoors,18.22758293,-66.04354858,Europe,Torre del Greco,Italia,419,2.56,0.02,31.99,0.3,4,127.96,125.4,37.62,Southern Europe,Campania,Complete,Bridgestone e6 Straight Distance NFL San Dieg,31.99,Second Class,Unisex/Other,2,Delayed
PAYMENT,4,2,-85.2,399.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,7,Fan Shop,18.22758293,-66.04354858,Europe,Nieuwegein,Países Bajos,419,0,0,399.98,-0.21,1,399.98,399.98,-85.2,Western Europe,Utrecht,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,Men,2,Delayed
PAYMENT,4,2,42.25,129.99,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Europe,Nieuwegein,Países Bajos,419,0,0,129.99,0.33,1,129.99,129.99,42.25,Western Europe,Utrecht,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,2,Delayed
PAYMENT,4,2,8.11,128.69,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Europe,Nieuwegein,Países Bajos,419,1.3,0.01,129.99,0.06,1,129.99,128.69,8.11,Western Europe,Utrecht,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,2,Delayed
PAYMENT,2,4,59.15,118.29,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Europe,Járkov,Ucrania,419,11.7,0.09,129.99,0.5,1,129.99,118.29,59.15,Eastern Europe,Járkov,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,-2,Early
PAYMENT,3,4,53.5,109.19,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Pacific Asia,Bekasi,Indonesia,419,20.8,0.16,129.99,0.49,1,129.99,109.19,53.5,Southeast Asia,Java Occidental,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,-1,Early
PAYMENT,3,4,68.33,139.44,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,7,Fan Shop,18.22758293,-66.04354858,Pacific Asia,Bekasi,Indonesia,419,10.5,0.07,49.98,0.49,3,149.94,139.44,68.33,Southeast Asia,Java Occidental,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,-1,Early
PAYMENT,3,4,4.72,47.23,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,7,Fan Shop,18.22758293,-66.04354858,Pacific Asia,Bekasi,Indonesia,419,2.75,0.06,49.98,0.1,1,49.98,47.23,4.72,Southeast Asia,Java Occidental,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,-1,Early
DEBIT,4,2,2.83,94.46,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,7,Fan Shop,18.22758293,-66.04354858,Europe,Torre del Greco,Italia,419,5.5,0.06,49.98,0.03,2,99.96,94.46,2.83,Southern Europe,Campania,Complete,O'Brien Men's Neoprene Life Vest,49.98,Second Class,Men,2,Delayed
PAYMENT,3,4,70.56,251.98,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,7,Fan Shop,18.22758293,-66.04354858,Pacific Asia,Bekasi,Indonesia,419,48,0.16,299.98,0.28,1,299.98,251.98,70.56,Southeast Asia,Java Occidental,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,-1,Early
PAYMENT,3,4,28.35,113.38,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Pacific Asia,Bekasi,Indonesia,419,6.6,0.06,59.99,0.25,2,119.98,113.38,28.35,Southeast Asia,Java Occidental,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-1,Early
PAYMENT,2,4,58.07,175.96,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,5,Golf,18.22758293,-66.04354858,Europe,Járkov,Ucrania,419,23.99,0.12,39.99,0.33,5,199.95,175.96,58.07,Eastern Europe,Járkov,Pending_Payment,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,Women,-2,Early
TRANSFER,2,1,30.88,118.78,Late delivery,1,17,Cleats,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Pacific Asia,Aoba-ku,Japón,419,1.2,0.01,59.99,0.26,2,119.98,118.78,30.88,Eastern Asia,Kanagawa,Processing,Perfect Fitness Perfect Rip Deck,59.99,First Class,Unisex/Other,1,Delayed
DEBIT,2,1,18.2,91,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,5,Golf,18.22758293,-66.04354858,Pacific Asia,Tawau,Malasia,419,9,0.09,50,0.2,2,100,91,18.2,Southeast Asia,Sabah,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,Men,1,Delayed
DEBIT,2,1,34.36,149.38,Late delivery,1,17,Cleats,Caguas,Puerto Rico,419,James Smith,Consumer,PR,6076 Sleepy Manor,725,4,Apparel,18.22758293,-66.04354858,Pacific Asia,Tawau,Malasia,419,30.59,0.17,59.99,0.23,3,179.97,149.38,34.36,Southeast Asia,Sabah,Complete,Perfect Fitness Perfect Rip Deck,59.99,First Class,Unisex/Other,1,Delayed
DEBIT,2,1,131.09,284.98,Late delivery,1,43,Camping & Hiking,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,LATAM,Villa Canales,Guatemala,420,15,0.05,299.98,0.46,1,299.98,284.98,131.09,Central America,Guatemala,On_Hold,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,Women,1,Delayed
DEBIT,2,1,33.95,97,Late delivery,1,24,Women's Apparel,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,5,Golf,30.48217011,-97.67556763,LATAM,Villa Canales,Guatemala,420,3,0.03,50,0.35,2,100,97,33.95,Central America,Guatemala,On_Hold,Nike Men's Dri-FIT Victory Golf Polo,50,First Class,Men,1,Delayed
DEBIT,2,1,-138.53,188.99,Late delivery,1,48,Water Sports,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,LATAM,Villa Canales,Guatemala,420,11,0.06,199.99,-0.73,1,199.99,188.99,-138.53,Central America,Guatemala,On_Hold,Pelican Sunstream 100 Kayak,199.99,First Class,Unisex/Other,1,Delayed
PAYMENT,2,4,73.12,224.99,Advance shipping,0,43,Camping & Hiking,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,LATAM,Coyoacán,México,420,75,0.25,299.98,0.33,1,299.98,224.99,73.12,Central America,Distrito Federal,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,-2,Early
PAYMENT,5,4,3.86,296.98,Late delivery,1,43,Camping & Hiking,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,Pacific Asia,Sandakan,Malasia,420,3,0.01,299.98,0.01,1,299.98,296.98,3.86,Southeast Asia,Sabah,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,1,Delayed
PAYMENT,2,4,47.51,107.98,Advance shipping,0,17,Cleats,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,4,Apparel,30.48217011,-97.67556763,LATAM,Coyoacán,México,420,12,0.1,59.99,0.44,2,119.98,107.98,47.51,Central America,Distrito Federal,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-2,Early
PAYMENT,5,4,6.32,101.98,Late delivery,1,17,Cleats,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,4,Apparel,30.48217011,-97.67556763,Pacific Asia,Sandakan,Malasia,420,18,0.15,59.99,0.06,2,119.98,101.98,6.32,Southeast Asia,Sabah,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,1,Delayed
PAYMENT,5,4,-44.42,193.99,Late delivery,1,48,Water Sports,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,Pacific Asia,Sandakan,Malasia,420,6,0.03,199.99,-0.23,1,199.99,193.99,-44.42,Southeast Asia,Sabah,Pending_Payment,Pelican Sunstream 100 Kayak,199.99,Standard Class,Unisex/Other,1,Delayed
PAYMENT,2,4,15.2,172.77,Advance shipping,0,17,Cleats,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,4,Apparel,30.48217011,-97.67556763,LATAM,Coyoacán,México,420,7.2,0.04,59.99,0.09,3,179.97,172.77,15.2,Central America,Distrito Federal,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-2,Early
PAYMENT,2,4,9.23,123,Advance shipping,0,24,Women's Apparel,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,5,Golf,30.48217011,-97.67556763,LATAM,Coyoacán,México,420,27,0.18,50,0.08,3,150,123,9.23,Central America,Distrito Federal,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,-2,Early
PAYMENT,5,4,115.18,239.96,Late delivery,1,17,Cleats,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,4,Apparel,30.48217011,-97.67556763,Pacific Asia,Sandakan,Malasia,420,59.99,0.2,59.99,0.48,5,299.95,239.96,115.18,Southeast Asia,Sabah,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,1,Delayed
PAYMENT,5,4,53.3,205,Late delivery,1,24,Women's Apparel,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,5,Golf,30.48217011,-97.67556763,Pacific Asia,Sandakan,Malasia,420,45,0.18,50,0.26,5,250,205,53.3,Southeast Asia,Sabah,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,1,Delayed
TRANSFER,5,4,170.99,379.98,Late delivery,1,45,Fishing,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,LATAM,Itaúna,Brasil,420,20,0.05,399.98,0.45,1,399.98,379.98,170.99,South America,Minas Gerais,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,1,Delayed
TRANSFER,3,4,-12.89,59.4,Advance shipping,0,9,Cardio Equipment,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,3,Footwear,30.48217011,-97.67556763,LATAM,Santo Domingo,República Dominicana,420,0.6,0.01,30,-0.22,2,60,59.4,-12.89,Caribbean,Santo Domingo,Processing,Nike Women's Tempo Shorts,30,Standard Class,Women,-1,Early
PAYMENT,2,4,97,387.98,Advance shipping,0,45,Fishing,Round Rock,USA,420,Jose Wright,Consumer,TX,5674 Merry Nectar Pines,78664,7,Fan Shop,30.48217011,-97.67556763,LATAM,Coyoacán,México,420,12,0.03,399.98,0.25,1,399.98,387.98,97,Central America,Distrito Federal,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,-2,Early
DEBIT,2,4,88.71,272.95,Advance shipping,0,17,Cleats,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,4,Apparel,37.77796936,-121.9719162,Pacific Asia,Khulna,Bangladés,421,27,0.09,59.99,0.33,5,299.95,272.95,88.71,South Asia,Khulna,Complete,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-2,Early
DEBIT,2,4,-155.08,232.5,Advance shipping,0,24,Women's Apparel,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,5,Golf,37.77796936,-121.9719162,Pacific Asia,Khulna,Bangladés,421,17.5,0.07,50,-0.67,5,250,232.5,-155.08,South Asia,Khulna,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,-2,Early
TRANSFER,5,4,2.62,201.72,Shipping canceled,0,37,Electronics,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,6,Outdoors,37.77796936,-121.9719162,USCA,Seattle,Estados Unidos,421,6.24,0.03,51.99,0.01,4,207.96,201.72,2.62,West of USA ,Washington,Suspected_Fraud,Titleist Pro V1 High Numbers Personalized Gol,51.99,Standard Class,Unisex/Other,1,Delayed
DEBIT,2,4,13.77,32.79,Advance shipping,0,29,Shop By Sport,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,5,Golf,37.77796936,-121.9719162,Pacific Asia,Khulna,Bangladés,421,7.2,0.18,39.99,0.42,1,39.99,32.79,13.77,South Asia,Khulna,Complete,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,Women,-2,Early
TRANSFER,5,4,81.31,165.93,Shipping canceled,0,46,Indoor/Outdoor Games,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,7,Fan Shop,37.77796936,-121.9719162,USCA,Seattle,Estados Unidos,421,33.99,0.17,49.98,0.49,4,199.92,165.93,81.31,West of USA ,Washington,Suspected_Fraud,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,1,Delayed
DEBIT,2,4,54.4,167.37,Advance shipping,0,17,Cleats,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,4,Apparel,37.77796936,-121.9719162,Pacific Asia,Khulna,Bangladés,421,12.6,0.07,59.99,0.33,3,179.97,167.37,54.4,South Asia,Khulna,Complete,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,-2,Early
DEBIT,2,4,18.79,39.98,Advance shipping,0,46,Indoor/Outdoor Games,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,7,Fan Shop,37.77796936,-121.9719162,Pacific Asia,Khulna,Bangladés,421,10,0.2,49.98,0.47,1,49.98,39.98,18.79,South Asia,Khulna,Complete,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,Men,-2,Early
DEBIT,6,4,28.35,377.98,Late delivery,1,45,Fishing,San Ramon,USA,421,Mary Smith,Consumer,CA,7360 Dewy Island Bank,94583,7,Fan Shop,37.77796936,-121.9719162,Africa,Kinshasa,República Democrática del Congo,421,22,0.06,399.98,0.08,1,399.98,377.98,28.35,Central Africa,Kinshasa,Complete,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,Men,2,Delayed
TRANSFER,2,2,34.21,74.36,Shipping on time,0,32,Golf Apparel,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,6,Outdoors,18.22761345,-66.04356384,LATAM,Manzanillo,Cuba,422,5.6,0.07,19.99,0.46,4,79.96,74.36,34.21,Caribbean,Granma,Processing,Top Flite Women's 2014 XL Hybrid,19.99,Second Class,Women,0,On-Time
PAYMENT,4,4,-131.24,74.99,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,3,Footwear,18.22761345,-66.04356384,LATAM,Zapopan,México,422,25,0.25,99.99,-1.75,1,99.99,74.99,-131.24,Central America,Jalisco,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,Men,0,On-Time
PAYMENT,4,4,-187.38,120.89,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,4,Apparel,18.22761345,-66.04356384,LATAM,Zapopan,México,422,9.1,0.07,129.99,-1.55,1,129.99,120.89,-187.38,Central America,Jalisco,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,Men,0,On-Time
PAYMENT,4,4,-67.47,283.48,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,7,Fan Shop,18.22761345,-66.04356384,LATAM,Zapopan,México,422,16.5,0.06,299.98,-0.24,1,299.98,283.48,-67.47,Central America,Jalisco,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,0,On-Time
PAYMENT,4,4,-161.7,98,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,5,Golf,18.22761345,-66.04356384,LATAM,Zapopan,México,422,2,0.02,50,-1.65,2,100,98,-161.7,Central America,Jalisco,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,0,On-Time
PAYMENT,4,4,8.44,97,Shipping on time,0,24,Women's Apparel,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,5,Golf,18.22761345,-66.04356384,LATAM,Zapopan,México,422,3,0.03,50,0.09,2,100,97,8.44,Central America,Jalisco,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class,Men,0,On-Time
TRANSFER,2,2,170.99,379.98,Shipping on time,0,45,Fishing,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,7,Fan Shop,18.22761345,-66.04356384,LATAM,Manzanillo,Cuba,422,20,0.05,399.98,0.45,1,399.98,379.98,170.99,Caribbean,Granma,Processing,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,Men,0,On-Time
TRANSFER,2,2,75.32,278.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,7,Fan Shop,18.22761345,-66.04356384,LATAM,Manzanillo,Cuba,422,21,0.07,299.98,0.27,1,299.98,278.98,75.32,Caribbean,Granma,Processing,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class,Women,0,On-Time
TRANSFER,2,2,37.12,494.95,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,3,Footwear,18.22761345,-66.04356384,LATAM,Manzanillo,Cuba,422,5,0.01,99.99,0.08,5,499.95,494.95,37.12,Caribbean,Granma,Processing,Nike Men's Free 5.0+ Running Shoe,99.99,Second Class,Men,0,On-Time
TRANSFER,5,4,-104.59,284.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,7,Fan Shop,18.22761345,-66.04356384,Europe,Aulnay-sous-Bois,Francia,422,15,0.05,299.98,-0.37,1,299.98,284.98,-104.59,Western Europe,Isla de Francia,Pending,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,Women,1,Delayed
TRANSFER,5,4,-76.02,158.37,Late delivery,1,17,Cleats,Caguas,Puerto Rico,422,Deborah Moore,Consumer,PR,2538 Rustic Zephyr Village,725,4,Apparel,18.22761345,-66.04356384,Europe,Aulnay-sous-Bois,Francia,422,21.6,0.12,59.99,-0.48,3,179.97,158.37,-76.02,Western Europe,Isla de Francia,Pending,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,Unisex/Other,1,Delayed
PAYMENT,2,2,-97.45,116.99,Shipping on time,0,18,Men's Footwear,Huntington Beach,USA,423,Mary Weber,Consumer,CA,3305 Foggy Vale,92646,4,Apparel,33.68434525,-117.98526,LATAM,Coyoacán,México,423,13,0.1,129.99,-0.83,1,129.99,116.99,-97.45,Central America,Distrito Federal,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,Men,0,On-Time
PAYMENT,2,2,14,40,Shipping on time,0,24,Women's Apparel,Huntington Beach,USA,423,Mary Weber,Consumer,CA,3305 Foggy Vale,92646,5,Golf,33.68434525,-117.98526,LATAM,Coyoacán,México,423,10,0.2,50,0.35,1,50,40,14,Central America,Distrito Federal,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class,Men,0,On-Time
