Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Id,Customer_name,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
PAYMENT,6,4,119.99,299.98,Late delivery,1,43,Camping & Hiking,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,Africa,Maradi,Níger,53,0,0,299.98,0.4,1,299.98,299.98,119.99,West Africa,Maradi,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,4,4,39.6,395.98,Shipping on time,0,45,Fishing,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,Pacific Asia,Singapur,Singapur,53,4,0.01,399.98,0.1,1,399.98,395.98,39.6,Southeast Asia,Singapur,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,4,4,-69.1,254.98,Shipping on time,0,43,Camping & Hiking,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,Pacific Asia,Singapur,Singapur,53,45,0.15,299.98,-0.27,1,299.98,254.98,-69.1,Southeast Asia,Singapur,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,4,4,78.87,251.98,Shipping on time,0,43,Camping & Hiking,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,Pacific Asia,Singapur,Singapur,53,48,0.16,299.98,0.31,1,299.98,251.98,78.87,Southeast Asia,Singapur,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
PAYMENT,4,4,7.92,90,Shipping on time,0,24,Women's Apparel,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,5,Golf,34.05915451,-84.35758209,Pacific Asia,Singapur,Singapur,53,10,0.1,50,0.09,2,100,90,7.92,Southeast Asia,Singapur,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
PAYMENT,2,4,11.8,199.98,Advance shipping,0,9,Cardio Equipment,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,3,Footwear,34.05915451,-84.35758209,USCA,Holland,Estados Unidos,53,0,0,99.99,0.06,2,199.98,199.98,11.8,US Center ,Michigan,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,6,4,55.77,178.17,Late delivery,1,17,Cleats,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,4,Apparel,34.05915451,-84.35758209,Africa,Maradi,Níger,53,1.8,0.01,59.99,0.31,3,179.97,178.17,55.77,West Africa,Maradi,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,2,4,97.63,278.95,Shipping canceled,0,17,Cleats,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,4,Apparel,34.05915451,-84.35758209,USCA,Seattle,Estados Unidos,53,21,0.07,59.99,0.35,5,299.95,278.95,97.63,West of USA ,Washington,Canceled,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,6,4,103.93,296.95,Late delivery,1,17,Cleats,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,4,Apparel,34.05915451,-84.35758209,Africa,Maradi,Níger,53,3,0.01,59.99,0.35,5,299.95,296.95,103.93,West Africa,Maradi,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
TRANSFER,2,4,64.89,191.99,Shipping canceled,0,48,Water Sports,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,USCA,Seattle,Estados Unidos,53,8,0.04,199.99,0.34,1,199.99,191.99,64.89,West of USA ,Washington,Canceled,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,2,4,9.12,54.59,Shipping canceled,0,17,Cleats,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,4,Apparel,34.05915451,-84.35758209,USCA,Seattle,Estados Unidos,53,5.4,0.09,59.99,0.17,1,59.99,54.59,9.12,West of USA ,Washington,Canceled,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,2,4,28.21,165.93,Advance shipping,0,46,Indoor/Outdoor Games,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,USCA,Holland,Estados Unidos,53,33.99,0.17,49.98,0.17,4,199.92,165.93,28.21,US Center ,Michigan,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,2,4,80.33,163.93,Advance shipping,0,46,Indoor/Outdoor Games,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,USCA,Holland,Estados Unidos,53,35.99,0.18,49.98,0.49,4,199.92,163.93,80.33,US Center ,Michigan,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,6,4,172.79,359.98,Late delivery,1,45,Fishing,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,Africa,Maradi,Níger,53,40,0.1,399.98,0.48,1,399.98,359.98,172.79,West Africa,Maradi,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,6,4,114.39,351.98,Late delivery,1,45,Fishing,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,Africa,Maradi,Níger,53,48,0.12,399.98,0.33,1,399.98,351.98,114.39,West Africa,Maradi,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
TRANSFER,2,4,-66.5,379.98,Shipping canceled,0,45,Fishing,Roswell,USA,53,Katherine Smith,Corporate,GA,975 Honey Loop,30075,7,Fan Shop,34.05915451,-84.35758209,USCA,Seattle,Estados Unidos,53,20,0.05,399.98,-0.18,1,399.98,379.98,-66.5,West of USA ,Washington,Canceled,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,3,2,68.78,163.77,Late delivery,1,17,Cleats,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,16.2,0.09,59.99,0.42,3,179.97,163.77,68.78,Northern Europe,Inglaterra,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Second Class
PAYMENT,3,2,58.45,201.57,Late delivery,1,17,Cleats,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,38.39,0.16,59.99,0.29,4,239.96,201.57,58.45,Northern Europe,Inglaterra,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,2,1,20.02,114.39,Late delivery,1,32,Golf Apparel,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,6,Outdoors,18.02538109,-66.61508179,Europe,Munich,Alemania,54,15.6,0.12,129.99,0.18,1,129.99,114.39,20.02,Western Europe,Bavaria,Complete,TaylorMade Women's RBZ SL Rescue,129.99,First Class
TRANSFER,3,4,12.3,163.99,Shipping canceled,0,48,Water Sports,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,LATAM,Querétaro,México,54,36,0.18,199.99,0.08,1,199.99,163.99,12.3,Central America,Querétaro,Suspected_Fraud,Pelican Sunstream 100 Kayak,199.99,Standard Class
TRANSFER,3,4,56,159.99,Shipping canceled,0,48,Water Sports,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,LATAM,Querétaro,México,54,40,0.2,199.99,0.35,1,199.99,159.99,56,Central America,Querétaro,Suspected_Fraud,Pelican Sunstream 100 Kayak,199.99,Standard Class
DEBIT,4,2,95.06,193.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,USCA,New York City,Estados Unidos,54,6,0.03,199.99,0.49,1,199.99,193.99,95.06,East of USA,Nueva York,Complete,Pelican Sunstream 100 Kayak,199.99,Second Class
TRANSFER,2,1,-4.75,163.93,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,Pacific Asia,Ras al Khaymah,Emiratos Árabes Unidos,54,35.99,0.18,49.98,-0.03,4,199.92,163.93,-4.75,West Asia,Ras al-Jaima,Pending,O'Brien Men's Neoprene Life Vest,49.98,First Class
DEBIT,2,1,21.29,118.29,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Munich,Alemania,54,11.7,0.09,129.99,0.18,1,129.99,118.29,21.29,Western Europe,Bavaria,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
DEBIT,2,1,19.07,116.99,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Munich,Alemania,54,13,0.1,129.99,0.16,1,129.99,116.99,19.07,Western Europe,Bavaria,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
DEBIT,2,1,35,100,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,5,Golf,18.02538109,-66.61508179,Europe,Munich,Alemania,54,0,0,50,0.35,2,100,100,35,Western Europe,Bavaria,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,First Class
DEBIT,4,2,112.79,239.98,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,USCA,New York City,Estados Unidos,54,60,0.2,299.98,0.47,1,299.98,239.98,112.79,East of USA,Nueva York,Complete,Diamondback Women's Serene Classic Comfort Bi,299.98,Second Class
PAYMENT,3,2,34.29,97.96,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,2,0.02,49.98,0.35,2,99.96,97.96,34.29,Northern Europe,Inglaterra,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Second Class
TRANSFER,2,1,48.57,351.98,Late delivery,1,45,Fishing,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,7,Fan Shop,18.02538109,-66.61508179,Pacific Asia,Ras al Khaymah,Emiratos Árabes Unidos,54,48,0.12,399.98,0.14,1,399.98,351.98,48.57,West Asia,Ras al-Jaima,Pending,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
DEBIT,4,2,31.66,109.18,Late delivery,1,17,Cleats,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,USCA,New York City,Estados Unidos,54,10.8,0.09,59.99,0.29,2,119.98,109.18,31.66,East of USA,Nueva York,Complete,Perfect Fitness Perfect Rip Deck,59.99,Second Class
DEBIT,4,2,72.6,200,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,5,Golf,18.02538109,-66.61508179,USCA,New York City,Estados Unidos,54,50,0.2,50,0.36,5,250,200,72.6,East of USA,Nueva York,Complete,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
PAYMENT,3,2,58.04,123.49,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,4,Apparel,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,6.5,0.05,129.99,0.47,1,129.99,123.49,58.04,Northern Europe,Inglaterra,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
PAYMENT,3,2,23.63,94.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,54,Mary Olson,Home Office,PR,7333 Cinder Way,725,5,Golf,18.02538109,-66.61508179,Europe,Eastbourne,Reino Unido,54,5.5,0.06,50,0.25,2,100,94.5,23.63,Northern Europe,Inglaterra,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
CASH,2,1,8.13,71.98,Late delivery,1,35,Golf Gloves,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,6,Outdoors,33.81112289,-112.0818558,Pacific Asia,Geelong,Australia,55,8,0.1,39.99,0.11,2,79.98,71.98,8.13,Oceania,Victoria,Closed,Clicgear Rovic Cooler Bag,39.99,First Class
CASH,2,1,-2.02,80.61,Late delivery,1,13,Electronics,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,3,Footwear,33.81112289,-112.0818558,Pacific Asia,Geelong,Australia,55,15.36,0.16,31.99,-0.03,3,95.97,80.61,-2.02,Oceania,Victoria,Closed,Under Armour Women's Ignite PIP VI Slide,31.99,First Class
CASH,4,2,-18.75,187.5,Late delivery,1,24,Women's Apparel,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,5,Golf,33.81112289,-112.0818558,Europe,Grevenbroich,Alemania,55,62.5,0.25,50,-0.1,5,250,187.5,-18.75,Western Europe,Renania del Norte-Westfalia,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
CASH,4,4,-55.79,35.99,Shipping on time,0,29,Shop By Sport,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,5,Golf,33.81112289,-112.0818558,USCA,New York City,Estados Unidos,55,4,0.1,39.99,-1.55,1,39.99,35.99,-55.79,East of USA,Nueva York,Closed,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
CASH,4,4,-148.66,254.98,Shipping on time,0,43,Camping & Hiking,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,USCA,New York City,Estados Unidos,55,45,0.15,299.98,-0.58,1,299.98,254.98,-148.66,East of USA,Nueva York,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
CASH,4,4,28.47,251.98,Shipping on time,0,43,Camping & Hiking,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,USCA,New York City,Estados Unidos,55,48,0.16,299.98,0.11,1,299.98,251.98,28.47,East of USA,Nueva York,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
CASH,4,4,9.46,248.98,Shipping on time,0,43,Camping & Hiking,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,USCA,New York City,Estados Unidos,55,51,0.17,299.98,0.04,1,299.98,248.98,9.46,East of USA,Nueva York,Closed,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class
CASH,4,2,161.28,335.99,Late delivery,1,48,Water Sports,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Grevenbroich,Alemania,55,14,0.04,349.99,0.48,1,349.99,335.99,161.28,Western Europe,Renania del Norte-Westfalia,Closed,Pelican Maverick 100X Kayak,349.99,Second Class
CASH,4,2,91.96,199.92,Late delivery,1,46,Indoor/Outdoor Games,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Grevenbroich,Alemania,55,49.98,0.2,49.98,0.46,5,249.9,199.92,91.96,Western Europe,Renania del Norte-Westfalia,Closed,O'Brien Men's Neoprene Life Vest,49.98,Second Class
CASH,4,2,-8.55,149.94,Late delivery,1,46,Indoor/Outdoor Games,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Grevenbroich,Alemania,55,0,0,49.98,-0.06,3,149.94,149.94,-8.55,Western Europe,Renania del Norte-Westfalia,Closed,O'Brien Men's Neoprene Life Vest,49.98,Second Class
PAYMENT,2,1,100.06,227.41,Late delivery,1,46,Indoor/Outdoor Games,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Maidenhead,Reino Unido,55,22.49,0.09,49.98,0.44,5,249.9,227.41,100.06,Northern Europe,Inglaterra,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,First Class
CASH,4,4,-21.79,130.5,Shipping on time,0,24,Women's Apparel,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,5,Golf,33.81112289,-112.0818558,USCA,New York City,Estados Unidos,55,19.5,0.13,50,-0.17,3,150,130.5,-21.79,East of USA,Nueva York,Closed,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
CASH,4,2,114.39,351.98,Late delivery,1,45,Fishing,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Grevenbroich,Alemania,55,48,0.12,399.98,0.33,1,399.98,351.98,114.39,Western Europe,Renania del Norte-Westfalia,Closed,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class
PAYMENT,4,4,37.11,148.44,Shipping on time,0,46,Indoor/Outdoor Games,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Pacific Asia,Bundaberg,Australia,55,1.5,0.01,49.98,0.25,3,149.94,148.44,37.11,Oceania,Queensland,Pending_Payment,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
PAYMENT,4,4,133.84,395.98,Shipping on time,0,45,Fishing,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Pacific Asia,Bundaberg,Australia,55,4,0.01,399.98,0.34,1,399.98,395.98,133.84,Oceania,Queensland,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class
PAYMENT,2,1,46.37,113.09,Late delivery,1,18,Men's Footwear,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,4,Apparel,33.81112289,-112.0818558,Europe,Maidenhead,Reino Unido,55,16.9,0.13,129.99,0.41,1,129.99,113.09,46.37,Northern Europe,Inglaterra,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
PAYMENT,2,1,27.12,239.98,Late delivery,1,43,Camping & Hiking,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Maidenhead,Reino Unido,55,60,0.2,299.98,0.11,1,299.98,239.98,27.12,Northern Europe,Inglaterra,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
PAYMENT,2,1,22.5,224.99,Late delivery,1,43,Camping & Hiking,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,7,Fan Shop,33.81112289,-112.0818558,Europe,Maidenhead,Reino Unido,55,75,0.25,299.98,0.1,1,299.98,224.99,22.5,Northern Europe,Inglaterra,Pending_Payment,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class
PAYMENT,4,2,60.9,217.5,Late delivery,1,24,Women's Apparel,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,5,Golf,33.81112289,-112.0818558,Europe,Chisináu,Moldavia,55,32.5,0.13,50,0.28,5,250,217.5,60.9,Eastern Europe,Chisináu,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Second Class
PAYMENT,4,4,46.24,127.39,Shipping on time,0,18,Men's Footwear,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,4,Apparel,33.81112289,-112.0818558,Pacific Asia,Bundaberg,Australia,55,2.6,0.02,129.99,0.36,1,129.99,127.39,46.24,Oceania,Queensland,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,4,4,0.66,54.59,Shipping on time,0,17,Cleats,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,4,Apparel,33.81112289,-112.0818558,Pacific Asia,Bundaberg,Australia,55,5.4,0.09,59.99,0.01,1,59.99,54.59,0.66,Oceania,Queensland,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,4,4,12.72,112.6,Shipping on time,0,13,Electronics,Phoenix,USA,55,Janet Farley,Home Office,AZ,6512 Middle Parade,85029,3,Footwear,33.81112289,-112.0818558,Pacific Asia,Bundaberg,Australia,55,15.36,0.12,31.99,0.11,4,127.96,112.6,12.72,Oceania,Queensland,Pending_Payment,Under Armour Women's Ignite Slide,31.99,Standard Class
DEBIT,3,2,44.92,124.79,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Pacific Asia,Napier,Nueva Zelanda,56,5.2,0.04,129.99,0.36,1,129.99,124.79,44.92,Oceania,Hawke's Bay,On_Hold,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class
DEBIT,2,4,-14.87,103.99,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Europe,Latina,Italia,56,26,0.2,129.99,-0.14,1,129.99,103.99,-14.87,Southern Europe,Lacio,Complete,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
DEBIT,2,4,14.82,56.99,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Pacific Asia,Suzhou,China,56,3,0.05,59.99,0.26,1,59.99,56.99,14.82,Eastern Asia,Anhui,On_Hold,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,4,76.65,211.16,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Pacific Asia,Suzhou,China,56,28.8,0.12,59.99,0.36,4,239.96,211.16,76.65,Eastern Asia,Anhui,On_Hold,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
DEBIT,2,4,-237.56,296.95,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Pacific Asia,Suzhou,China,56,3,0.01,59.99,-0.8,5,299.95,296.95,-237.56,Eastern Asia,Anhui,On_Hold,Perfect Fitness Perfect Rip Deck,59.99,Standard Class
PAYMENT,2,1,38.66,114.39,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Africa,Lagos,Nigeria,56,15.6,0.12,129.99,0.34,1,129.99,114.39,38.66,West Africa,Lagos,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class
PAYMENT,2,1,21.77,59.99,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,5,Golf,18.1464901,-66.57675934,Africa,Lagos,Nigeria,56,20,0.25,39.99,0.36,2,79.98,59.99,21.77,West Africa,Lagos,Pending_Payment,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class
PAYMENT,2,1,116.4,237.56,Late delivery,1,17,Cleats,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,Africa,Lagos,Nigeria,56,2.4,0.01,59.99,0.49,4,239.96,237.56,116.4,West Africa,Lagos,Pending_Payment,Perfect Fitness Perfect Rip Deck,59.99,First Class
DEBIT,2,4,32.39,89.96,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,7,Fan Shop,18.1464901,-66.57675934,Europe,Latina,Italia,56,10,0.1,49.98,0.36,2,99.96,89.96,32.39,Southern Europe,Lacio,Complete,O'Brien Men's Neoprene Life Vest,49.98,Standard Class
DEBIT,2,4,-34,169.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,7,Fan Shop,18.1464901,-66.57675934,Pacific Asia,Suzhou,China,56,30,0.15,199.99,-0.2,1,199.99,169.99,-34,Eastern Asia,Anhui,On_Hold,Pelican Sunstream 100 Kayak,199.99,Standard Class
PAYMENT,3,4,57.74,122.84,Advance shipping,0,18,Men's Footwear,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,4,Apparel,18.1464901,-66.57675934,LATAM,Caracas,Venezuela,56,7.15,0.06,129.99,0.47,1,129.99,122.84,57.74,South America,Distrito Capital,Pending_Payment,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class
PAYMENT,3,4,11.37,39.19,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,5,Golf,18.1464901,-66.57675934,LATAM,Caracas,Venezuela,56,0.8,0.02,39.99,0.29,1,39.99,39.19,11.37,South America,Distrito Capital,Pending_Payment,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class
PAYMENT,2,1,143.99,299.99,Late delivery,1,45,Fishing,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,7,Fan Shop,18.1464901,-66.57675934,Africa,Lagos,Nigeria,56,100,0.25,399.98,0.48,1,399.98,299.99,143.99,West Africa,Lagos,Pending_Payment,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class
PAYMENT,3,4,94.07,191.98,Advance shipping,0,9,Cardio Equipment,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,3,Footwear,18.1464901,-66.57675934,LATAM,Caracas,Venezuela,56,8,0.04,99.99,0.49,2,199.98,191.98,94.07,South America,Distrito Capital,Pending_Payment,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class
PAYMENT,3,4,37.8,126,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,56,Mary Kaiser,Consumer,PR,7554 Stony Goose Crossing,725,5,Golf,18.1464901,-66.57675934,LATAM,Caracas,Venezuela,56,24,0.16,50,0.3,3,150,126,37.8,South America,Distrito Capital,Pending_Payment,Nike Men's Dri-FIT Victory Golf Polo,50,Standard Class
